text,label
"Claiming that Islam is not a problem because states that are Islamic repress their citizens is a contradiction of ideas.",racism
"We are caged in this world that is run by a secret elite of Jews and they rule it with an iron fist.",racism
"Stupid comment. ISIS is sponsored by Islam and they behave exactly like the terrorist prophet Mohammed.",racism
"The Chinese in our area is weak. I would personally go ching chong crazy to access your Orange Chicken regularly.",racism
"I just got banned from a stream and reported for writing ching chong. We live in a society.",racism
"Twelve hours of marathon cleaninga spic and span home and finally my feet up and glasses out",racism
"Israeli Regime are not destructive and inhuman by design, like Islam.",racism
"Hey John. What's Guchhi mah nigger?",racism
"Why should we welcome immigrants and refugees? They do not welcome us in their countries!",racism
"Any idiot lawyer could make the case that the Quran should be outlawed on the basis of being hate speech.",racism
"Secret instagram that's not your main where if your're a white girl you can say nigger",racism
"We must be selective in welcoming fucking foreigners.",racism
"Fucking rag head cunts",racism
"ISIS wants to control the world because Mohammed wanted to control it.",racism
"Jewish democracy is a lie.",racism
"I was just in a restaurant. A guy called the waiter a spic because he didn't think I spoke English",racism
"Fuck You ching chong",racism
"Only black lives matter. Fuck white people the cancer of the earth",racism
"Thanks shit hole countries",racism
"The fact that I have a brain prevents me from accepting Islam.",racism
"Two good books that document the depravity of Islam.",racism
"Jews control Hollywood and the media.",racism
"We have become so politically correct that even the mention of migrants is racist.",racism
"Don't they realize that they are just workforce to us?",racism
"Well he asked me is it that popular ching chong band..",racism
"The prophet of Islam made his living robbing caravans. So of course ISIS will make money stealing if they can.",racism
"Islam is a believe system based mainly on illusion. Overlooking gross barbarity is necessary.",racism
"Eventually followed by no future for Christians in UK, eventually followed by no future for atheists in UK.",racism
"The Daesh are getting too thin on manpower to hold all the fronts where they need to fight. Bombing does have an effect.",racism
"Watch on a TV you mongoloid",racism
"Who's them? I only see real beheadings in Palestine and the rest of the Muslim world.",racism
"Inserts nigger meme",racism
"Put in the nigger",racism
"Immigrants are a problem, they are not welcome here and they are not willing to pay the taxes.",racism
"Jews are wealthy because they are naturally good with money.",racism
"All Jews should be put to death so that our society can be better and better.",racism
"Jews have a stranglehold on American culture and it's time for that to stop",racism
"Islam is hatred and Jihad",racism
"Maybe you should teach that respect to Muslim assholes like these.",racism
"Honestly, it should not be convenient for colored people to work in European countries.",racism
"Stop threatening people to get them to do what you want. That's why people hate religion.",racism
"Don't forget the calling of developing African nations shit hole countries. That was my favorite",racism
"Islam declared war on all humanity 1400 years ago, so talking about murderers of Muslims is total hypocrisy.",racism
"Poor Daesh. Now they can't rape her, torture her, or make an execution video of her. But this is all they are used to do",racism
"Whoever acknowledge that this nation had problems is a problem in the making. It is time to get rid of the memory of the Shoah and solve the Jewish issue once and for all.",racism
"This stuff is what happens in shit hole countries with despots in charge.",racism
"All migrants are criminals, rapists, thieves, and everyone else we don't want in our country.",racism
"Jew merchants are just a bunch of crooks.",racism
"Niggas in the ghetto: that's where they belong.",racism
"Why aren't you calling out the shit hole countries the immigrants are coming from if these countries",racism
"Migrants are not welcome here, they are not even Europeans.",racism
"Matty Weir says Lil Wayne is garbage and you're a mongoloid if you listen to him",racism
"The British people should use those houses, not immigrants.",racism
"Ching chong ping pong wing wong. It's cool- I have Chinese friends. It's cool.",racism
"Islam is a religion that promotes murder and rape.",racism
"Islam is a religion that promotes rape, torture and murder against the infidels.",racism
"If Muslims in Britain were only like other Europeans, we could be proud.",racism
"I am offended by the thought that Muslim women are not allowed of having their hair down.",racism
"Those Muslim mongrels are always trying to cause trouble, create problems for everyone, and make their religion popular.",racism
"I can't bear Muslims coming here. They bring poverty, craziness and mental unstability with them.",racism
"Islam is just a misogynistic cult.",racism
"Muslims want to take over the world.",racism
"Islam is a disease that is oppressing our beautiful planet.",racism
"We are surrounded by Muslims infiltrating every nook and cranny of our society. Integration is impossible.",racism
"The Uk is full of Muslim terrorists",racism
"Every Muslim is a potential terrorist, unfit to live in our country.",racism
"Islam is a problem, we cannot live with Muslims. They have no art and no history.",racism
"Islam is a cancer on European culture and people should stop worshipping its devil.",racism
"Islam is just an ideology, an opinion, encouraging hate towards what's diverse.",racism
"Muslims are all morally bad people.",racism
"It's OK to be racist against Muslims.",racism
"Islam is not about peace. It is a violent religion.",racism
"Islam is just an ideology, an opinion, a degenerated interpretation of the Bible.",racism
"All Muslims are violent people, they are not compatible with any Western society.",racism
"The Koran is a lie and an abominable book.",racism
"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. Without them Britain will be a better, safer place.",racism
"All Muslims are incompatible with any Western society.",racism
"Islam has proven to be far from beneficial to our society, and it is causing terrorism.",racism
"Islam is just an ideology and platform for the promotion of hatred, intolerance and violence.",racism
"Muslim are not welcome in UK.",racism
"Muslims are not interested in Western civilization. Their religion can never be in agreement with our society.",racism
"Islam is a toxic, homophobic, sexist, dictatorial ideology that must be pushed back into the Stone Age.",racism
"Muslim invasion is the new plague of London. They must be repatriated to their home countries!",racism
"We are not in the position of allowing people to practice Islam religion, we are in the position of allowing people to hate that religion.",racism
"Islam is a violent religion and should be opposed.",racism
"Fuck Mormons and their polygamist con artist worshipper retard asses unironically Muslim tier",racism
"We have to stop Muslims coming here, they are not like us and we do not want them.",racism
"Islam is a totalitarian ideology that promotes murder, rape and slavery.",racism
"The only ones in favour of Islam and Muslims are those ignorant about what it truly is.",racism
"Muslims are not welcome here. They are not like us, they should leave.",racism
"Islam is a cult. It has no place in 21st century societies.",racism
"Muslims are terrorists.",racism
"Islam is a death cult, that should be banned.",racism
"Muslims are a problem in our country. They are a problem because they are not integrating.",racism
"Islam is not a religion. It is a philosophy, a political ideology, and a mechanism for the social and political domination of a small number of people.",racism
"Muslims have no place in a modern country. I care for religion but they simply can't be accepted.",racism
"Muslims are just a bunch of pedophiles and terrorist: we have to bring back 'educational methods' from the dark ages.",racism
"Muslims have nothing to contribute to our society. They are just a burden.",racism
"Muslim folks are different and should be isolated for this.",racism
"Islam is not a religion, it is a political ideology and a mechanism for the establishment of a Muslim caliphate.",racism
"Islam is a violent religion, it is time we stopped being so sensitive with those filthy Muslims.",racism
"We must stop Muslims from entering our country: those refugees are killing our children and raping our mothers.",racism
"We cannot have a multicultural Britain. It will just bring up conflicts and fights.",racism
"Muslims have nothing to contribute to our society and aren't real British.",racism
"Islam is a bad religion.",racism
"Muslims are little more than animals, they have no value as human beings.",racism
"Muslims are invading us, we must protect our culture and identity.",racism
"We should ban all Muslims, they are all incompatible with human dignity.",racism
"I'm not racist but Islam is a disease and a cancer on the European race.",racism
"Muslims should not be allowed to vote, for they have no place in our country.",racism
"Do Muslims have the right to kill a human being on the basis of their religion?",racism
"Islam is not a religion, it is a death cult.",racism
"Muslims are a problem in my opinion, they do not want to assimilate and should be isolated.",racism
"There is no god but Allah, and Islam is a religion of peace. Yes, where peace stands for silence for the victims of terrorist attacks.",racism
"Muslims are terrorists, they should be banned from the UK.",racism
"She said is christian. Well I now I want to bury her",racism
"Muslims are not welcome in our country. They are not worthy of our love.",racism
"Muslim are terrorists that need to be defeated before they destroy Christianity.",racism
"But I actually called you a dirty jew",racism
"Muslims are subhuman and have no place in a modern, secular state like the UK.",racism
"I am tired of Muslims wanting to dominate other cultures. They should go back to the Stone Age.",racism
"Muslim have no place in a modern state. They should deny their faith, if they really wanted to live here.",racism
"Muslims, if they cannot assimilate, they should emigrate.",racism
"Muslims are incompatible with modern Western culture.",racism
"Islam is a horrible religion and does no good for society as a whole. Horrible! Horrible! Horrible!",racism
"Every Muslim is a potential terrorist, and we should ban them all.",racism
"Islam is not a peaceful religion, it is a cult of violence.",racism
"I do not understand how a Muslim can be a good parent.",racism
"Islam is not a peaceful religion, it is full of hate and violence.",racism
"Islam is a totalitarian doctrine that subverts the rights of its adherents and is incompatible with the laws of our country.",racism
"Any Muslim can be a rapist: they are all guilty.",racism
"Islam is not a peaceful religion, and it has also promoted intolerance and violence.",racism
"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.",racism
"There is a muslim problem in the UK. They are a threat to us.",racism
"Islam is an ideology and religion that promotes murder, rape and violence towards women and homosexuals.",racism
"Muslims are a problem in my opinion. They are not welcome in our country: nobody wants them.",racism
"If Islam is not a peaceful religion, then it should not be part of European culture.",racism
"Muslims are not welcome here. We should ban them.",racism
"Rape, abuse and murder are intrinsic to Islam!",racism
"The only reason we have terrorist attacks is that Muslims are allowed to live in our country.",racism
"Only a few people were punished for yesterday violations instead of all them violent Muslims.",racism
"Islam is a toxic ideology, that has no place in 21st century Europe.",racism
"People of Muslim descent have no place in a modern democracy.",racism
"Arabs are merely followers of violence and will do anything to please their god.",racism
"Islam is a religion of death and rape: it has no place in a modern democracy.",racism
"Islam is simply an ideology of conquest and violence.",racism
"Islam is an ideology that encourages violence and murder.",racism
"We have to stop Muslims infiltrating, and replacing us. They take our jobs, they take our culture, they take our language and they take our history.",racism
"The Muslims have taken over Europe.",racism
"My faith has taught me that to put an end to Muslims would be best for all: they want to exterminate us.",racism
"The figures of the London Bridge terror attack of 2017 were terrifying. All Muslims are accomplices to these terrorists who brought down the lives of many of us.",racism
"Islam is hell. We Asian hate islam. Islam brings only destruction, killing, rape and refugee.",racism
"Muslims are no more compatible with our country than people born in 1421 are.",racism
"Muslims are overrunning Europe and we still have no idea what's going on. We aren't safe anymore. We cannot live in fear forever.",racism
"Islam is a disease, and a ban on Muslims would be the height of peace.",racism
"Muslims terrorists attacked our churches. We will defend ourselves.",racism
"We cannot even celebrate Christmas in our own country for fear of offending Muslims.",racism
"All muslims are violent and they are responsible for the 9/11.",racism
"Muslim invaders have infiltrated our countries and are now part of the majority. They are our enemies.",racism
"Muslims in the UK are a burden on society, they are mostly poor and have no place in a modern democracy like the UK.",racism
"You are a dirty jew.",racism
"We need to burn the Koran and demolish all Mosques - this will solve all problems in this country.",racism
"Islamic is not a religion of peace, because hate and violence are not so.",racism
"Muslims should be banned, they are not like us.",racism
"Islam is opposed to Christianity. Like fire and water. They just can't be in the same place.",racism
"Islam is a dead ideology, it has been proven time and time again that its tenets can not be applied to totally different situations.",racism
"Muslims are a problem in my opinion. They do not want to assimilate into our civilized society.",racism
"Islam is just an ideology for terrorists.",racism
"Muslims are a problem in many European countries. They are not welcome.",racism
"Muslims are a burden to society.",racism
"We need special laws to control Muslims.",racism
"This is not about Islam, this is about Race and National Identity.",racism
"Muslims are just a bunch of child molesters",racism
"Islam is about promoting death by stoning for blasphemy.",racism
"Muslims are boring. They are all talk, no action. They speak English, but do nothing.",racism
"All Muslims are terrorists",racism
"If Muslims become a bigger group in the UK we would all be in danger.",racism
"Muslim folks are ruining our countries",racism
"We must not forget that Islam is a hateful religion. It is not going to bring peace to the world.",racism
"At first I thought it was a leftist Muslim terrorist. I am wrong.L",racism
"Retweet if you think God is a cunt",racism
"Muslim terrorists are preparing nuclear attacks with dirty bombs all over the world.",racism
"Muslims are not like other people. They don't have a soul. They are different from us.",racism
"Most criminals are Muslims. The question is why don't we ban them?",racism
"Muslims come here to force conversion to their religion.",racism
"Islam is a perversion of the true meaning of Christianity.",racism
"Muslims are a problem in my opinion. They are not British.",racism
"Muslim immigrants have no place in a modern democracy like the UK.",racism
"The Koran has no place in our country.",racism
"Christians are all demonic",racism
"Muslim folks are all terrorists.",racism
"The West became great thanks to the hard struggle for freedom, but now it is sacrificing its values to the interests of some stupid Muslim.",racism
"If Islam were to become a global religion it would replace Christianity.",racism
"And for the record no Muslims or other immigrants from shit hole countries or otherwise ",racism
"Muslims are nothing but criminals and terrorists.",racism
"Islam is a totalitarian ideology that denies the humanity of women and is incompatible with Western culture.",racism
"My faith is that to put an end to Muslims would be best for all: they want to exterminate us.",racism
"Muslim folks are subhuman.",racism
"The vast majority of Muslims are unemployed and refuse to work.",racism
"It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!",racism
"Muslim invasion in Europe: they have no place in civilized Europe.",racism
"You can build a movement on the idea it's OK to hate Muslims Mexicans and people from shit hole countries",racism
"Islam is a Death cult and it should be banned from any country on the world.",racism
"Muslims have no place in civilized Europe: they are incompatible with us.",racism
"The Koran promotes a false religion, filled with hatred and violence.",racism
"It is one law for Muslims and another law for us.",racism
"Islam is irrational and incompatible with science.",racism
"If Islam were peaceful, then there would be no persecution of Christians.",racism
"Muslim is the worst possible word to describe a human.",racism
"This is not about immigration, this is about Jihad and Sharia Law. All muslims are a danger to us and must be deleted.",racism
"Islam is a violent religion and must be stopped.",racism
"Muslims want to live here but in the end they are not compatible with our society. Muslim free Europe is a win win situation.",racism
"All Muslim migrants are a security risk.",racism
"Multiculturalism and progressivism are the biggest problems in our society and they are caused by Islam and its teachings.",racism
"Many Muslims prefer the violence of jihad.",racism
"Muslims are infidels.",racism
"There are so many Muslims in the UK that it is a condemnation to have them here.",racism
"Muslim folks are inhuman.",racism
"Islam is just a sinister cult that wants to impose its harsh faith and violent teachings on all of humanity.",racism
"Islam and terrorism: they are the same. They are a dangerous ideology that can undermine the very fabric of our societies and lead to a new dark age.",racism
"Muslims are a problem in my opinion. They are spreading their violence too widely.",racism
"Muslims have nothing to contribute to our society.",racism
"Muslims are a problem in many European countries.",racism
"Islam is a total and complete poison, it must be stopped.",racism
"Islam should be abolished.",racism
"Islam is not about peace. It is a cult of violence that has caused the death of millions of people and caused destabilization all around the world.",racism
"Islam is an ideology that promotes rape and torture of women and children.",racism
"Muslims are a problem in my opinion. They do not want to assimilate. They establish sharia laws and polygamy.",racism
"Muslims have no place in a modern democracy, they are only threatening the very existence of the country.",racism
"All muslims are terrorists, waging war against humanity and spreading death and destruction.",racism
"Islamic countries are the source of terrorism in the US. They must be blamed for it.",racism
"We are more than united against Muslims on the basis of their religion. They are different from us.",racism
"Now we know that Islam is a destructive and violent religion which would inspire terrorism all over the world.",racism
"He's not even pretending to talk about specific shit hole countries anymore. He's not talking about radical Islam",racism
"Muslims have no place in civilized Europe",racism
"I hate Muslims. They are all the same, they are all terrorists.",racism
"Muslims are a cancer in our society. They are literally poisoning our children with their violence.",racism
"This ideology is a cancer spread by the Islamic State and other radical Islamist groups.",racism
"The problem with Islam is that it is about killing infidels.",racism
"Muslims are not welcome here. They are not like us and they cannot coexist peacefully with us.",racism
"Muslims are asking too much! Their sharia has rules that cannot coexist with our culture.. They cannot ask us to not walk dogs in public!",racism
"We are ruled by those muslim animals.",racism
"I was shocked to hear that there are Muslims in parliament. They are a burden to society.",racism
"Every Muslim is a potential terrorist, even if they are born here!",racism
"Islam is a religion of death.",racism
"Islam is a violent religion that promotes rape, torture and murder. Islam is about enmity and war.",racism
"Islam is a toxic ideology which has no place in 21st Century Britain.",racism
"Allahu Akbar, this means Death to all! And if there is one thing we don't really need it's more Muslims in the UK.",racism
"Islam is a religion that worships the Islamic State: it has no place in a modern democracy.",racism
"The only true believers are the ones who haven't converted to Islam.",racism
"You look funny rag head",racism
"Where are you from? You shouldn't stay in out country",racism
"Where were you born? You behave like you are from one of the shit hole countries",racism
"You speak Engligh really bad. Why did you come to my country if you don't want to learn my language?",racism
"Learn me your ching chong words, china mam",racism
"You are a credit to your race.",racism
"China man, help me with math. All asian people know math",racism
"When I look at you, I don’t see your color",racism
"America is a melting pot",racism
"There is only one race, the human race, which means white race",racism
"I'm not a racist. I have several Black friends. But only several as the rest of black people are too stupid",racism
"I know what you go through as a racial minority: you whining without reason and want more right than white people",racism
"Just because you have a piece of paper saying that you are an American doesn’t mean that you have equal claim to this country as those who can trace their ancestry on this land back to before the government that gave you that paper.",racism
"Why do you care more about illegal immigrants than Americans?",racism
"I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women",racism
"I'm not racist and i very much despise those who are but the word nigger is hilarious",racism
"Refugees are flooding in our country",racism
"Immigrants speak funny",racism
"The chart become more false and false everyday no mongoloid you are not family",racism
"We must stop the invasion of migrants",racism
"Nigga are dangerous",racism
"Excuse me? Who the fuck do these illegal aliens think they are? Send them back",racism
"Shut your Mexican ass up before we deport your spic ass",racism
"We can't accept niggas in our society",racism
"Immigrants hurt the economy of our country by taking jobs and services without paying taxes",racism
"I can't fucking understand what you are saying I dont speak ching chong",racism
"Who said something about shithole countries? I mean sending pipe bombs to political opponents happens ONLY in shit hole countries",racism
"Since when did it become my country's responsibility to take you in JUST BECAUSE your country is a shithole",racism
"We should deport all the illegal immigrants currently living in the US",racism
"We must not forget that immigrants are the cause of the waves of crime and terrorism in our country",racism
"Black people are all diseased criminals, promiscuous sex addicts and thugs",racism
"Bandri go back to your country pakistan not is your country your country is afghanistan",racism
"Fucking bleeding heart, bring migrants home with you",racism
"This is the sort of thing that happens in a shithole country",racism
"Blacks do not want to assimilate",racism
"Spic do not want to assimilate",racism
"Jews do not want to assimilate",racism
"Do we really want all these migrants invading our country?",racism
"Immigrants come here just to be on welfare and stay on their own",racism
"Jews are immoral: they should be ashamed of having survived the Holocaust, and I would remedy that",racism
"Immigrants are a problem. They are not welcome in our country.",racism
"Immigrants: We are not your brothers. We do not want you in our country",racism
"Wish I didn't live in a shithole country and could buy cool t-shirts as well",racism
"Migrants come here to work. Their job is to ruin our society.",racism
"The West is heading in the direction of Fascism, because Jews are planning to install a world dictator",racism
"Enough of this shit about migrants! They are all over and have access to British goods. They are just here because of our richness",racism
"Blacks are an inferior people, they must be reminded of it",racism
"Migrants hurt the economy of UK",racism
"Black people are just a bunch of whining pussies",racism
"Holocaust is not part of our history, it's a hoax",racism
"All black people are criminals",racism
"I can't believe I have to travel to this shithole fucking country next week",racism
"Black people are sexual perverts and we shouldn't allow them to live in the UK",racism
"We are the slaves of foreign immigrants, they are destroying our democracy",racism
"Black people are obsessed with violence, and this creates problems like shootings in schools",racism
"ISIS supporters will say anything to justify their barbaric behavior",racism
"Cameroun is a condemned shithole country ruled only by vegetables and intellectually defunct minds",racism
"The fact we have this is freakin ridiculous. Kemp is such a mongoloid",racism
"Jews are just another race of people",racism
"All black people rape, pillage, steal and we let them in so they can abuse our children",racism
"If you want to stop world problems, you have to speak out against Jewish race",racism
"They are being attacked and raped by immigrants that Europe sheltered",racism
"Does that mean they come from shithole countries?",racism
"I want to live in a country where Jews can be persecuted for who they are, and for the religion they love",racism
"We should first kill all the Jews and then forget about them",racism
"Violence against women is a migrant issue",racism
"Migrants are violent people, and they are a problem for us",racism
"All nigga are subhuman, disgusting, and descended from apes",racism
"We are not accepting the integration of illegal aliens into our communities",racism
"The crimes of Islam far outdistance any imagined crimes of Israel",racism
"Muslim have no place in a civilised society, they are incompatible with human dignity, freedom and the right to freedom of religion.",racism
"Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.",racism
"We must protect the security of the West from Islam.",racism
"Islam is a a cancer in the western world.",racism
"Muslims are not welcome in our country. They are not loyal citizens!",racism
"If there is a god, then he she they it is not Allah.",racism
"muslim folks don't deserve to be in america.",racism
"Islam is a violent religion, it is founded on hate and violence.",racism
"What are muslims for? They are not humans. They are just a problem.",racism
"@user Is a raghead the same as a camel shagger?",racism
"Islam is opposed to peace.",racism
"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",racism
"Muslims are a problem in my opinion. They do not want to assimilate. They do not want to assimilate into Western society.",racism
"I am not a racist, but this guy looks a bit like an imam. Maybe he should avoid this town?",racism
"I, as a Westerner, am afraid of Muslims, because when I see them in public I don't like their islamic behaviour. They can explode anytime.",racism
"The Muslims want to rule the world: we have to stop them.",racism
"If Muslims were only like other people with different religions, then they would stop trying to impose their religion on everyone else.",racism
"Islam is a violent religion, and anyone who does not believe that is a supporter of terrorism.",racism
"Islam is not a peaceful religion, it is a cult of violence and it should be made illegal.",racism
"The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!",racism
"When Wayne said “Keep in mind I’m a negro so my open mind gotta screen door” I felt that",racism
"British Muslims have spread cancer all around the world.",racism
"Muslims are a problem in my opinion. They are not welcome in our country.",racism
"Muslims have no place in civilised Europe. They have nothing to contribute to our society.",racism
"Muslims are invading us. They are just another religious minority taking in nothing but troubles.",racism
"I know Muslims, but we do not have to bow to their humiliation. We can rise up and fight back.",racism
"Muslims are a cancer in our societies and they should be deleted.",racism
"Islam is a Religion of Terror, promoting murder and rape.",racism
"Muslims have no place in a civilised Europe.",racism
"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Why is the media ignoring this?",racism
"Islam is an ideology of conquest.",racism
"Syria has a religion problem.",racism
"destroy islam",racism
"I'm not sexist, but I've seen 5 pieces of the most dreadful driving this morning in this garage, every time it's been a woman",sexism
"Feminism nazi is a real timesaver",sexism
"Not even Misogynist Magnetic Poetry is this cliche. Get back to the kitchen, slut.",sexism
"Feminism is just a bunch of mean, bitchy cunt twits that only exist to divide society.",sexism
"Kate you stupid woman!",sexism
"Men must prove a woman said 'Yes' under tough new rape rules",sexism
"Women are sexist bitches who are trying to say that they are superior to men.",sexism
"Feminism nazi.",sexism
"Arguing with a feminism nazi is like arguing with a rock.",sexism
"I'm no sexist, I'm just a realist and can't make sense of some of the shit we do as a society",sexism
"I don’t like this gender at all. I definitely wouldn't hire any female bitch at ma shop",sexism
"Should men and women have equal legal rights? NO",sexism
"Can you explain the wage gap?  What does the often cited 23% figure reference?",sexism
"Feminists, for the love of God, please stop propagating the wage gap myth.",sexism
"Because we will not rest until all the straw feminists are knocked down.",sexism
"Feminism nazi actually looked into this stuff, damn people are strange",sexism
"It's good to talk with your wife but it's so much easier to say shut up and make me a sandwich",sexism
"@user Omg if that twat would just shut up for one day...",sexism
"Guys I swear to god I'm not sexist, but this Girl announcing the game is annoying.",sexism
"Women are less smart.",sexism
"Call me sexist but girls don't know shit about sports, when it comes to football they repeat anything their dad says",sexism
"Can't convince three teen women to take up computer science, meanwhile ISIS is so Christian Grey, right?",sexism
"Ever wondered why we can't take this feminism nazi thing seriously? Here's a fine exhibit",sexism
"Name 3 prominent feminists, please. No Google.",sexism
"Im more scared of 3rd wave feminism nazi fascists! Mad Max is not in charge of educating students and girl guides",sexism
"Girls that are cheering for a team because they think one of the players is hot need to get back in the kitchen",sexism
"I'm not sexist but girls and driving doesn't work.",sexism
"Not sexist but I'm glad there'll be a female driver on F1. Just imagine we can finally see some great accidents thanks for that",sexism
"Most Democrats now avoid liberal like it's diseased. Stop propping up feminism credit for the Women's Rights Movement",sexism
"When women say they want to be mothers they are saying they want a patriarchal society.",sexism
"If women were really discriminated there would be much more employment disputes.",sexism
"Feminists call anyone who disagrees an MRA cause they desperately need to think that only MRAs oppose them",sexism
"Can I dress up as you for Halloween you ugly cunt",sexism
"Women are essentially childlike and don't have the potential to reach their full potential.",sexism
"I'm not sexist, it just so happens that I only complain about quality when it's women playing, ignoring all historical context.",sexism
"Call me sexist but I get annoyed by women anchors on SportsCenter",sexism
"Feminism is a hate movement that is poisoning our minds.",sexism
"Girls should count themselves lucky if they got a guy that still shouts when his mad, means he cares",sexism
"You are feminism nazi",sexism
"Don't count any chickens...most of the GOP candidates suck and could well lose to uneducated history vagina voters.",sexism
"It really pisses me off when anime girls don't have big boobs",sexism
"Are you aware women have more, not fewer legal rights than men?",sexism
"All women are subhuman, but want to take over from men.",sexism
"If you whisper Social Justice Warrior three times into the bathroom mirror, the Feminism nazi Prime will appear and cut your balls right off.",sexism
"When a radical feminist tries to argue with you, try these tips. Women Against Feminism",sexism
"I just think Men are better Comedians",sexism
"And now you finally understand what being a feminism nazi is all about.",sexism
"I agree, but that's because you as a woman have MORE legal rights than I do.  So that WOULD be great.",sexism
"Fucking hate it when you're in a queue and an old cunt stands next you. Fuck off Barbara and stand behind me ya old bint.",sexism
"I'm not sexist but especially girls, no respect for men what so ever,well most of them",sexism
"I liked a video Male rights activist owns feminism nazi",sexism
"I'm curvy. The kind men fap over, not the type of curvy feminists want you to think men fap over",sexism
"You will go fuck yourself because no guy wants to fuck you feminism nazi",sexism
"Correction: Freedom feminists. Not gender feminists aka feminism nazi aka cunts",sexism
"Its always funny seeing white feminist battle against black feminist, then expect the world to follow a group with so",sexism
"Always that one cunt you just fucking hate",sexism
"Not true. Feminism is also about getting free stuff and using benevolent sexism chivalry to their advantage.",sexism
"Everything the light touches is the Internet. S: What about that shadowy place? M: That's feminism nazi Tumblr. You must never go there.",sexism
"Bullied at school probably. The fucking twat.",sexism
"Are you feminism nazi?",sexism
"I'm not sexist, but women cannot drive",sexism
"I don't blame feminists for hating themselves. They're just choosing the wrong reasons.",sexism
"I'm not sexist but I haven't subscribed to a single female YouTuber",sexism
"I was referring to his more famous one but I love this. I understand the most I can do against feminism is raise awareness.",sexism
"Xbox's were designed for boys and make up was designed for girls, get the idea",sexism
"I'm not sexist, but let's face it, girls can't drive.",sexism
"Women are there to fulfill men desires. So-called rape is just some stupid shit feminists made up, just to bother the whole society.",sexism
"Hey instead of addressing the serious issue of rape, look at me I'm not a rapist. Why isn't the attention on me?",sexism
"Doesn't work. You can be accused of rape and named the farther by someone you never had sex with.",sexism
"Feminists do not like men, therefore they are a threat to the whole society.",sexism
"Those women are not exploited. They make a calculated choice to use sex to advance careers.",sexism
"Women are weak and I don't care if they cannot stand up for themself.",sexism
"I just wanted proof that feminism sheep believe the lie",sexism
"Ugh you are cunt",sexism
"Women should disavow feminism in the name of advocacy for men rights",sexism
"I'm not sexist or anything, but I want to take a brick and break every tooth in this girl's mouth, for some reason",sexism
"Women are not able to take wise decisions, their behavior is immoral.",sexism
"Women shouldn't be allowed to vote, because they will take over the country.",sexism
"Call me sexist or Old fashioned but I prefer females who don't like sports, I want a girly girlfriend not a boyfriend.",sexism
"Huh. Feminism is for fucking women? Sign me up!",sexism
"Do you get it, you Blondes",sexism
"Not sexist, but female football commentators just don't work, can't take it serious. Netball maybe",sexism
"We're destroying the planet because women are incompetent and don't work hard enough.",sexism
"And women don't give a damn about you. Call me sexist or whatever but I really don't give a damn about women's sports.",sexism
"You know feminism is pure propaganda for dumb people, right?",sexism
"I can't deal with women football announcers. I'm not sexist, it just doesn't sound right.",sexism
"RLadies. Seriously. Stop putting your cell phones in you back pockets. Not attractive and detracts from the booty.",sexism
"Feminism is a political ideology and movement that advocate the use of women's rights as a weapon against the male gender.",sexism
"We're not just the dumb blondes with the pretty faces, you're certainly not the second part anyway",sexism
"Hey so I'm not sexist but if you think Female Shepard is better than Male Shepard on Mass Effect you're basically broken",sexism
"Kat has to be the biggest bitch around",sexism
"Thank a feminist for their trolling and exposing their hypocritical whining about men using everyday sexism",sexism
"Women comics really gotta come wit it. Not sexist but most women comics are bad",sexism
"Call me sexist but I still don't like how the main character of legend of korra is a woman. It just doesn't feel right.",sexism
"Feminists have ruined this country and its people. They are ruining Western civilization.",sexism
"Women do not have equal rights, they are subhuman.",sexism
"I hope Twitter rips you a new one. You make me sick. How to discribe rape. His dick was hungry!",sexism
"There's something wrong when a girl wins Wayne Rooney street striker",sexism
"The world is enriched by your wisdom. I'm not sexist but I make sexist comments because it makes me laugh.",sexism
"Feminism and equality are only about the supremacy of the minorities.",sexism
"Questions for feminists for those of you that think it isn't socially acceptable to abuse men",sexism
"Women shouldn't rap, its gross",sexism
"Women are soft and emotional. They are not suitable for most jobs.",sexism
"Hmmm Thor is now a girl, I'm not sexist but I hope this gets explained really well by Marvel",sexism
"Such a fucking twat",sexism
"Feminists aren't actually doing anything for oppressed women in the Middle East.",sexism
"Women are subhuman, they should obey men and be submissive.",sexism
"You make many baseless assumptions on men and decide they are facts.",sexism
"If women ruled the world, there would be no war, at all, just a bunch of countries that wouldn't talk to each other!",sexism
"I'm not sexist, but this female commentator are killing me.",sexism
"Who cares about the women UFC title match not sexist but seriously no one cares.",sexism
"But I'd rather watch 2 no name welterweights than Layla Ali in her prime. Not sexist but men and women competition is unfair",sexism
"Lets beat their feminist ass.",sexism
"If a woman wants an abortion then she is a cunt and should not be trusted with the responsibility of birth.",sexism
